ship_mode,segment,country,city,state,Postal_Code,region,category,sub_category, Sales ,Quantity,Discount,Profit
First Class,Consumer,United States,Dover,Delaware,19901,East,Office Supplies,Art, 9.84 ,3,0%,2.8536
First Class,Consumer,United States,Dover,Delaware,19901,East,Office Supplies,Binders, 34.50 ,3,0%,15.525
Same Day,Corporate,United States,Waco,Texas,76706,Central,Office Supplies,Binders, 0.56 ,1,80%,-0.9452
Second Class,Consumer,United States,Hagerstown,Maryland,21740,East,Office Supplies,Binders, 43.80 ,6,0%,20.586
Standard Class,Corporate,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper, 13.87 ,3,20%,5.0286
Standard Class,Corporate,United States,Cleveland,Ohio,44105,East,Furniture,Bookcases, 115.96 ,4,50%,-64.9376
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Technology,Accessories, 41.42 ,2,20%,8.2848
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Technology,Phones, 244.77 ,4,20%,24.4768
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Art, 74.35 ,3,20%,6.5058
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders, 4.31 ,2,80%,-6.8992
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Furniture,Chairs, 56.69 ,1,30%,-20.245
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Technology,Phones, 97.97 ,2,20%,6.123
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Art, 7.87 ,3,20%,0.8856
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Paper, 15.55 ,3,20%,5.4432
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders, 1.48 ,1,80%,-2.2878
Standard Class,Home Office,United States,Santa Fe,New Mexico,87505,West,Office Supplies,Art, 8.40 ,5,0%,2.184
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art, 6.56 ,2,0%,1.9024
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art, 14.88 ,2,0%,3.72
Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories, 45.48 ,4,0%,15.918
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art, 25.44 ,6,0%,9.9216
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders, 146.69 ,8,20%,45.84
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Labels, 4.93 ,2,20%,1.7248
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art, 63.49 ,4,20%,4.7616
Same Day,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Storage, 418.32 ,7,0%,117.1296
Same Day,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances, 123.86 ,2,10%,46.7908
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones, 118.78 ,3,40%,-27.7158
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Supplies, 769.18 ,4,20%,-163.4516
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Technology,Accessories, 47.90 ,1,20%,-2.994
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper, 13.36 ,2,0%,6.4128
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Chairs, 163.76 ,2,10%,25.4744
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings, 183.92 ,4,0%,31.2664
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings, 11.38 ,3,60%,-5.688
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings, 66.11 ,4,60%,-84.2928
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper, 211.04 ,8,0%,97.0784
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs, 594.82 ,2,20%,59.4816
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders, 72.96 ,3,20%,23.712
First Class,Consumer,United States,Edmonds,Washington,98026,West,Furniture,Furnishings, 80.96 ,4,0%,34.8128
First Class,Consumer,United States,Edmonds,Washington,98026,West,Technology,Phones, 455.71 ,2,20%,34.1784
First Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Art, 25.98 ,1,0%,7.2744
First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Appliances, 45.28 ,4,0%,15.3952
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes, 15.56 ,2,0%,7.3132
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Phones, 859.20 ,3,20%,75.18
Second Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Appliances, 195.68 ,4,0%,50.8768
Second Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Fasteners, 14.20 ,4,0%,6.674
First Class,Consumer,United States,Coral Springs,Florida,33065,South,Furniture,Bookcases, 314.35 ,3,20%,-15.7176
First Class,Consumer,United States,Coral Springs,Florida,33065,South,Office Supplies,Labels, 4.61 ,2,20%,1.4976
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Fasteners, 17.90 ,5,0%,8.771
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders, 2.99 ,1,20%,1.122
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders, 20.06 ,6,20%,7.0224
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper, 146.73 ,3,0%,68.9631
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels, 18.75 ,5,0%,9
Second Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones, 117.58 ,3,20%,11.7576
Standard Class,Home Office,United States,Riverside,California,92503,West,Office Supplies,Binders, 51.18 ,7,20%,19.194
First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Tables, 455.97 ,5,40%,-106.393
First Class,Home Office,United States,Troy,Ohio,45373,East,Office Supplies,Binders, 5.72 ,5,70%,-4.7625
First Class,Home Office,United States,Troy,Ohio,45373,East,Technology,Phones, 57.59 ,1,40%,-11.5188
First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Furnishings, 30.14 ,2,20%,8.2896
First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Chairs, 899.43 ,5,30%,-12.849
Standard Class,Consumer,United States,Moreno Valley,California,92553,West,Furniture,Furnishings, 842.72 ,8,0%,202.2528
Standard Class,Consumer,United States,Moreno Valley,California,92553,West,Furniture,Furnishings, 41.96 ,2,0%,10.9096
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Binders, 13.22 ,4,20%,4.4604
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Chairs, 184.75 ,3,20%,-20.7846
First Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs, 520.46 ,2,30%,-14.8704
First Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper, 11.42 ,3,20%,3.7128
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper, 19.44 ,3,0%,9.3312
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Art, 3.64 ,2,0%,1.0192
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper, 18.54 ,2,0%,8.7138
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders, 43.12 ,5,20%,15.092
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables, 313.72 ,3,40%,-99.3453
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings, 45.98 ,1,0%,7.8166
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage, 428.68 ,7,0%,0
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders, 30.58 ,6,20%,10.3194
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners, 13.02 ,7,0%,0.3906
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage, 359.32 ,4,0%,7.1864
First Class,Consumer,United States,Saint Charles,Missouri,63301,Central,Office Supplies,Paper, 11.56 ,2,0%,5.6644
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Binders, 68.48 ,2,20%,25.68
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Storage," 1,676.88 ",6,0%,83.844
First Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Paper, 37.94 ,2,0%,18.2112
Second Class,Corporate,United States,Clinton,Maryland,20735,East,Furniture,Chairs, 272.97 ,3,0%,43.6752
First Class,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Furnishings, 41.57 ,4,20%,-4.1568
First Class,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Chairs, 317.06 ,3,30%,-86.0586
First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners, 8.04 ,5,20%,2.9145
Standard Class,Consumer,United States,Pasadena,California,91104,West,Technology,Phones, 419.94 ,7,20%,52.493
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Supplies, 61.38 ,6,0%,15.9588
Second Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories, 50.00 ,2,0%,10.5
Standard Class,Consumer,United States,East Orange,New Jersey,7017,East,Technology,Accessories, 31.80 ,3,0%,13.674
Standard Class,Corporate,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Storage, 32.56 ,2,0%,8.4656
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Envelopes, 7.07 ,2,20%,2.3868
Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Paper, 45.53 ,3,20%,15.9348
Second Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Chairs, 64.78 ,1,20%,6.4784
Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Storage, 424.27 ,2,20%,-10.6068
Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Art, 1.34 ,1,20%,0.504
Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Storage, 83.92 ,5,20%,-1.049
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper, 25.92 ,4,0%,12.4416
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Furnishings, 120.58 ,8,20%,33.1584
Standard Class,Consumer,United States,Burlington,Vermont,5408,East,Office Supplies,Paper, 79.92 ,4,0%,37.5624
Standard Class,Consumer,United States,Burlington,Vermont,5408,East,Office Supplies,Paper, 12.28 ,1,0%,5.7716
Standard Class,Consumer,United States,Burlington,Vermont,5408,East,Office Supplies,Appliances, 542.94 ,3,0%,152.0232
Standard Class,Consumer,United States,Burlington,Vermont,5408,East,Office Supplies,Envelopes, 2.04 ,1,0%,0.9588
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Storage, 228.92 ,5,20%,14.3075
First Class,Corporate,United States,Aurora,Illinois,60505,Central,Technology,Phones, 7.99 ,1,20%,2.5974
Same Day,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs, 582.34 ,8,20%,-29.1168
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones, 629.95 ,5,0%,157.4875
First Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs, 631.78 ,2,10%,140.396
First Class,Consumer,United States,New York City,New York,10011,East,Furniture,Bookcases, 801.57 ,2,20%,-10.0196
First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels, 75.18 ,6,0%,35.3346
First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Appliances, 30.98 ,1,0%,8.0548
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones," 1,349.91 ",9,0%,661.4559
Standard Class,Consumer,United States,Arlington Heights,Illinois,60004,Central,Office Supplies,Art, 14.11 ,6,20%,1.2348
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Envelopes, 31.12 ,4,0%,14.6264
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Furnishings, 4.27 ,2,20%,0.9612
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Tables, 209.15 ,2,40%,-66.2302
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage," 1,591.02 ",6,0%,286.3836
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Fasteners, 7.92 ,5,20%,1.683
First Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Machines, 574.91 ,2,30%,156.047
First Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper, 8.45 ,2,20%,2.64
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories," 1,071.00 ",9,0%,171.36
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings, 12.07 ,1,0%,3.9831
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders, 3.27 ,1,70%,-2.5093
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings, 87.92 ,5,20%,15.386
Second Class,Corporate,United States,Glendale,Arizona,85301,West,Office Supplies,Storage, 104.70 ,1,20%,6.5435
First Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs," 2,803.92 ",5,20%,0
First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders, 6.82 ,2,80%,-11.5872
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Phones, 249.58 ,2,20%,15.599
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper, 17.94 ,3,0%,8.7906
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Furnishings, 10.11 ,3,0%,3.2352
Standard Class,Home Office,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper, 10.37 ,2,20%,3.6288
Standard Class,Home Office,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper, 11.95 ,3,20%,4.0338
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Appliances, 15.22 ,2,80%,-38.8212
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Appliances, 21.98 ,6,80%,-56.0592
Standard Class,Corporate,United States,San Francisco,California,94122,West,Technology,Phones, 604.75 ,6,20%,60.4752
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Supplies, 40.70 ,5,0%,11.803
Standard Class,Corporate,United States,San Francisco,California,94122,West,Technology,Phones, 302.38 ,3,20%,37.797
Standard Class,Corporate,United States,San Francisco,California,94122,West,Technology,Accessories, 45.00 ,3,0%,4.95
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs," 3,785.29 ",6,10%,420.588
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art, 35.40 ,5,0%,13.452
Standard Class,Corporate,United States,Buffalo,New York,14215,East,Furniture,Furnishings, 199.90 ,5,0%,39.98
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Furniture,Chairs," 1,212.96 ",8,30%,-69.312
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Technology,Phones," 1,099.96 ",5,20%,82.497
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Furniture,Tables, 103.48 ,1,30%,-16.2613
Same Day,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels, 5.90 ,2,20%,1.9926
Standard Class,Consumer,United States,Peoria,Arizona,85345,West,Technology,Accessories, 30.08 ,2,20%,-5.264
Standard Class,Consumer,United States,Peoria,Arizona,85345,West,Office Supplies,Paper, 36.29 ,7,20%,12.7008
Standard Class,Consumer,United States,Peoria,Arizona,85345,West,Office Supplies,Art, 10.27 ,3,20%,1.1556
Standard Class,Consumer,United States,Peoria,Arizona,85345,West,Technology,Accessories, 252.80 ,4,20%,-31.6
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders, 2.95 ,2,70%,-2.0622
Standard Class,Consumer,United States,Oceanside,California,92054,West,Office Supplies,Paper, 12.96 ,2,0%,6.2208
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones, 285.58 ,4,40%,-57.1152
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Supplies, 22.24 ,2,20%,2.502
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper, 14.62 ,2,0%,6.7252
Second Class,Consumer,United States,Kent,Ohio,44240,East,Office Supplies,Appliances, 48.36 ,5,20%,6.045
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Art, 16.26 ,2,20%,1.2192
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Phones, 219.18 ,2,20%,19.1786
First Class,Corporate,United States,Coppell,Texas,75019,Central,Technology,Phones, 95.84 ,4,20%,34.742
Standard Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Labels, 12.39 ,3,0%,5.6994
Standard Class,Consumer,United States,Lawrence,Indiana,46226,Central,Office Supplies,Paper, 35.88 ,6,0%,16.146
Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings, 477.30 ,5,0%,138.417
Standard Class,Home Office,United States,Redmond,Washington,98052,West,Office Supplies,Labels, 12.32 ,4,0%,5.9136
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders, 8.61 ,2,20%,3.0128
Standard Class,Home Office,United States,Spokane,Washington,99207,West,Office Supplies,Storage, 136.26 ,9,0%,5.4504
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances, 186.15 ,3,0%,55.845
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders, 81.79 ,6,20%,26.5824
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Supplies, 47.19 ,3,0%,13.6851
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones, 36.78 ,2,20%,-8.2764
Second Class,Home Office,United States,Chattanooga,Tennessee,37421,South,Technology,Machines, 91.48 ,1,50%,-1.8295
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Technology,Accessories, 27.19 ,3,20%,0.3399
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders, 12.06 ,5,70%,-10.05
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art, 144.60 ,3,0%,41.934
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones, 15.99 ,1,20%,-2.9985
Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper, 34.44 ,3,0%,17.22
Standard Class,Home Office,United States,Lakewood,California,90712,West,Technology,Phones, 321.55 ,6,20%,20.097
Second Class,Corporate,United States,Louisville,Kentucky,40214,South,Furniture,Chairs, 701.96 ,2,0%,168.4704
First Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art, 19.46 ,4,20%,3.4048
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Labels, 17.28 ,6,0%,7.9488
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Furnishings, 31.96 ,2,0%,1.598
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders, 164.69 ,6,20%,55.5822
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Tables, 166.50 ,2,40%,-66.6
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper, 12.96 ,2,0%,6.2208
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper, 110.96 ,2,0%,53.2608
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones, 99.98 ,2,0%,3.9992
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders, 11.42 ,1,20%,3.7128
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs, 128.12 ,2,10%,24.2012
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings, 101.40 ,5,0%,38.532
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels, 5.90 ,2,20%,1.9926
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper, 173.49 ,7,20%,54.215
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings, 51.56 ,2,60%,-61.872
Standard Class,Consumer,United States,Oswego,Illinois,60543,Central,Office Supplies,Fasteners, 13.16 ,5,20%,4.1125
Standard Class,Consumer,United States,Oswego,Illinois,60543,Central,Office Supplies,Binders, 3.83 ,3,80%,-6.5076
Standard Class,Consumer,United States,Oswego,Illinois,60543,Central,Office Supplies,Binders, 304.99 ,5,80%,-533.7325
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage, 18.16 ,2,20%,1.816
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories, 319.98 ,2,20%,91.9954
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Art, 19.68 ,6,0%,6.4944
Second Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Bookcases, 781.86 ,10,32%,-137.976
Second Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Paper, 30.82 ,9,20%,9.63
Same Day,Consumer,United States,Wheeling,West Virginia,26003,East,Furniture,Tables, 673.34 ,3,30%,-76.9536
First Class,Corporate,United States,Paterson,New Jersey,7501,East,Office Supplies,Fasteners, 6.54 ,3,0%,2.1582
First Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones, 572.80 ,2,20%,50.12
Standard Class,Corporate,United States,Huntsville,Alabama,35810,South,Office Supplies,Art, 197.05 ,7,0%,59.115
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders," 2,022.27 ",8,20%,682.5168
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art, 9.12 ,3,0%,3.1008
Same Day,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Binders, 38.16 ,9,0%,19.08
Standard Class,Corporate,United States,Broken Arrow,Oklahoma,74012,Central,Furniture,Tables," 1,592.85 ",7,0%,350.427
Standard Class,Corporate,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Binders, 11.88 ,2,0%,5.346
Standard Class,Consumer,United States,Mission Viejo,California,92691,West,Technology,Accessories, 120.00 ,6,0%,46.8
Standard Class,Consumer,United States,Mission Viejo,California,92691,West,Office Supplies,Appliances, 8.67 ,1,0%,2.3409
First Class,Home Office,United States,Greenwood,Indiana,46142,Central,Office Supplies,Paper, 4.41 ,1,0%,2.0286
First Class,Home Office,United States,Greenwood,Indiana,46142,Central,Office Supplies,Paper, 167.94 ,3,0%,82.2906
First Class,Home Office,United States,Greenwood,Indiana,46142,Central,Office Supplies,Paper, 67.80 ,10,0%,31.188
Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings, 26.94 ,3,0%,11.3148
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings, 32.04 ,3,0%,8.01
Standard Class,Consumer,United States,Rome,New York,13440,East,Office Supplies,Art, 32.13 ,9,0%,8.3538
Standard Class,Consumer,United States,Rome,New York,13440,East,Office Supplies,Art, 2.88 ,1,0%,0.8064
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones," 1,091.93 ",7,0%,272.9825
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper, 111.96 ,2,0%,54.8604
Second Class,Consumer,United States,Dearborn Heights,Michigan,48127,Central,Office Supplies,Art, 26.70 ,2,0%,7.476
Second Class,Consumer,United States,Dearborn Heights,Michigan,48127,Central,Office Supplies,Binders, 40.20 ,5,0%,18.09
Second Class,Consumer,United States,Dearborn Heights,Michigan,48127,Central,Office Supplies,Art, 13.89 ,3,0%,4.5837
Second Class,Consumer,United States,Dearborn Heights,Michigan,48127,Central,Office Supplies,Storage, 689.82 ,6,0%,20.6946
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art, 38.34 ,9,0%,15.7194
First Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders, 9.26 ,3,80%,-13.896
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Bookcases, 204.67 ,1,32%,-6.0196
Standard Class,Consumer,United States,Appleton,Wisconsin,54915,Central,Technology,Accessories," 1,649.75 ",5,0%,544.4175
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper, 91.06 ,6,20%,31.8696
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art, 54.21 ,14,20%,8.8088
Second Class,Consumer,United States,Bowling Green,Ohio,43402,East,Technology,Phones, 26.98 ,3,40%,4.0473
Second Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,Labels, 6.91 ,3,20%,2.5056
Second Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,Storage, 435.50 ,3,20%,48.9942
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Appliances, 81.08 ,4,0%,22.7024
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage, 93.02 ,2,0%,3.7208
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Phones, 323.98 ,3,20%,36.4473
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper, 15.55 ,3,20%,5.4432
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage, 32.59 ,3,20%,-7.7406
First Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders, 83.92 ,5,20%,29.372
First Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings, 199.90 ,5,0%,39.98
First Class,Home Office,United States,Seattle,Washington,98115,West,Technology,Phones, 31.18 ,3,20%,-7.0146
First Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders, 172.75 ,6,20%,60.4632
First Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders, 9.30 ,2,20%,3.0212
Same Day,Corporate,United States,Beaumont,Texas,77705,Central,Office Supplies,Storage, 12.77 ,2,20%,0.9576
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Paper, 52.76 ,2,0%,24.2696
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Storage, 55.62 ,2,20%,5.5616
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs, 427.64 ,14,10%,80.7772
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Fasteners, 40.67 ,7,0%,12.6077
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage, 33.48 ,2,0%,1.3392
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders, 9.73 ,2,20%,3.2832
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings, 8.86 ,3,60%,-6.8634
First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Bookcases, 477.67 ,2,15%,84.294
First Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper, 16.90 ,5,0%,7.774
First Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper, 39.96 ,2,0%,18.7812
Second Class,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Chairs, 191.97 ,7,20%,16.7972
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Labels, 35.52 ,3,20%,13.32
